Tile_ID,IF1_center_GHz,BW_MHz,RF_center_GHz,IF2_center_GHz,IF2_bw_MHz,LO1_GHz,LO2_GHz,Chain_Sense,Desired_S1_Formula,Desired_S2_Formula,IF1_Hz,IF1_GHz,IF1_harm_k,Source_Stage,Stage,Stage1_m,Stage1_n,Stage2_m,Stage2_n,Total_Order,Freq_GHz,Margin_dB,Level_dBm_equiv,Limit_dBc,Formula
0,1.7,1500.0,28.25,7.25,1500.0,5.55,21.0,Sum-Sum,f_IF2_desired = f_LO1 + f_IF1,f_RF_desired  = f_LO2 + f_IF2,1670000000.0,1.67,1.0,"Leakage (S1->S2, IF1 k=1)",1+2,2,2,1,1,6,28.76,-0.419424831867218,-59.58057516813278,-60.0,1*LO2 + 1*[2*LO1 - 2*IF1_k=1]
0,1.7,1500.0,28.25,7.25,1500.0,5.55,21.0,Sum-Sum,f_IF2_desired = f_LO1 + f_IF1,f_RF_desired  = f_LO2 + f_IF2,1680000000.0,1.68,1.0,"Leakage (S1->S2, IF1 k=1)",1+2,2,2,1,1,6,28.74,-0.3794252276420593,-59.62057477235794,-60.0,1*LO2 + 1*[2*LO1 - 2*IF1_k=1]
0,1.7,1500.0,28.25,7.25,1500.0,5.55,21.0,Sum-Sum,f_IF2_desired = f_LO1 + f_IF1,f_RF_desired  = f_LO2 + f_IF2,1690000000.0,1.69,1.0,"Leakage (S1->S2, IF1 k=1)",1+2,2,2,1,1,6,28.72,-0.33942562341690063,-59.6605743765831,-60.0,1*LO2 + 1*[2*LO1 - 2*IF1_k=1]
0,1.7,1500.0,28.25,7.25,1500.0,5.55,21.0,Sum-Sum,f_IF2_desired = f_LO1 + f_IF1,f_RF_desired  = f_LO2 + f_IF2,1720000000.0,1.72,1.0,"Leakage (S1->S2, IF1 k=1)",1+2,2,2,1,1,6,28.66,-0.30000001192092896,-59.69999998807907,-60.0,1*LO2 + 1*[2*LO1 - 2*IF1_k=1]
0,1.7,1500.0,28.25,7.25,1500.0,5.55,21.0,Sum-Sum,f_IF2_desired = f_LO1 + f_IF1,f_RF_desired  = f_LO2 + f_IF2,1850000000.0,1.85,1.0,"Leakage (S1->S2, IF1 k=1)",1+2,2,2,1,1,6,28.4,-0.30000001192092896,-59.69999998807907,-60.0,1*LO2 + 1*[2*LO1 - 2*IF1_k=1]
0,1.7,1500.0,28.25,7.25,1500.0,5.55,21.0,Sum-Sum,f_IF2_desired = f_LO1 + f_IF1,f_RF_desired  = f_LO2 + f_IF2,1830000000.0,1.83,1.0,"Leakage (S1->S2, IF1 k=1)",1+2,2,2,1,1,6,28.44,-0.30000001192092896,-59.69999998807907,-60.0,1*LO2 + 1*[2*LO1 - 2*IF1_k=1]
0,1.7,1500.0,28.25,7.25,1500.0,5.55,21.0,Sum-Sum,f_IF2_desired = f_LO1 + f_IF1,f_RF_desired  = f_LO2 + f_IF2,1840000000.0,1.84,1.0,"Leakage (S1->S2, IF1 k=1)",1+2,2,2,1,1,6,28.42,-0.30000001192092896,-59.69999998807907,-60.0,1*LO2 + 1*[2*LO1 - 2*IF1_k=1]
0,1.7,1500.0,28.25,7.25,1500.0,5.55,21.0,Sum-Sum,f_IF2_desired = f_LO1 + f_IF1,f_RF_desired  = f_LO2 + f_IF2,1820000000.0,1.82,1.0,"Leakage (S1->S2, IF1 k=1)",1+2,2,2,1,1,6,28.46,-0.30000001192092896,-59.69999998807907,-60.0,1*LO2 + 1*[2*LO1 - 2*IF1_k=1]
0,1.7,1500.0,28.25,7.25,1500.0,5.55,21.0,Sum-Sum,f_IF2_desired = f_LO1 + f_IF1,f_RF_desired  = f_LO2 + f_IF2,1810000000.0,1.81,1.0,"Leakage (S1->S2, IF1 k=1)",1+2,2,2,1,1,6,28.48,-0.30000001192092896,-59.69999998807907,-60.0,1*LO2 + 1*[2*LO1 - 2*IF1_k=1]
0,1.7,1500.0,28.25,7.25,1500.0,5.55,21.0,Sum-Sum,f_IF2_desired = f_LO1 + f_IF1,f_RF_desired  = f_LO2 + f_IF2,1770000000.0,1.77,1.0,"Leakage (S1->S2, IF1 k=1)",1+2,2,2,1,1,6,28.56,-0.30000001192092896,-59.69999998807907,-60.0,1*LO2 + 1*[2*LO1 - 2*IF1_k=1]
0,1.7,1500.0,28.25,7.25,1500.0,5.55,21.0,Sum-Sum,f_IF2_desired = f_LO1 + f_IF1,f_RF_desired  = f_LO2 + f_IF2,1750000000.0,1.75,1.0,"Leakage (S1->S2, IF1 k=1)",1+2,2,2,1,1,6,28.6,-0.30000001192092896,-59.69999998807907,-60.0,1*LO2 + 1*[2*LO1 - 2*IF1_k=1]
0,1.7,1500.0,28.25,7.25,1500.0,5.55,21.0,Sum-Sum,f_IF2_desired = f_LO1 + f_IF1,f_RF_desired  = f_LO2 + f_IF2,1730000000.0,1.73,1.0,"Leakage (S1->S2, IF1 k=1)",1+2,2,2,1,1,6,28.64,-0.30000001192092896,-59.69999998807907,-60.0,1*LO2 + 1*[2*LO1 - 2*IF1_k=1]
0,1.7,1500.0,28.25,7.25,1500.0,5.55,21.0,Sum-Sum,f_IF2_desired = f_LO1 + f_IF1,f_RF_desired  = f_LO2 + f_IF2,1780000000.0,1.78,1.0,"Leakage (S1->S2, IF1 k=1)",1+2,2,2,1,1,6,28.54,-0.30000001192092896,-59.69999998807907,-60.0,1*LO2 + 1*[2*LO1 - 2*IF1_k=1]
0,1.7,1500.0,28.25,7.25,1500.0,5.55,21.0,Sum-Sum,f_IF2_desired = f_LO1 + f_IF1,f_RF_desired  = f_LO2 + f_IF2,1760000000.0,1.76,1.0,"Leakage (S1->S2, IF1 k=1)",1+2,2,2,1,1,6,28.58,-0.30000001192092896,-59.69999998807907,-60.0,1*LO2 + 1*[2*LO1 - 2*IF1_k=1]
0,1.7,1500.0,28.25,7.25,1500.0,5.55,21.0,Sum-Sum,f_IF2_desired = f_LO1 + f_IF1,f_RF_desired  = f_LO2 + f_IF2,1790000000.0,1.79,1.0,"Leakage (S1->S2, IF1 k=1)",1+2,2,2,1,1,6,28.52,-0.30000001192092896,-59.69999998807907,-60.0,1*LO2 + 1*[2*LO1 - 2*IF1_k=1]
0,1.7,1500.0,28.25,7.25,1500.0,5.55,21.0,Sum-Sum,f_IF2_desired = f_LO1 + f_IF1,f_RF_desired  = f_LO2 + f_IF2,1800000000.0,1.8,1.0,"Leakage (S1->S2, IF1 k=1)",1+2,2,2,1,1,6,28.5,-0.30000001192092896,-59.69999998807907,-60.0,1*LO2 + 1*[2*LO1 - 2*IF1_k=1]
0,1.7,1500.0,28.25,7.25,1500.0,5.55,21.0,Sum-Sum,f_IF2_desired = f_LO1 + f_IF1,f_RF_desired  = f_LO2 + f_IF2,1700000000.0,1.7,1.0,"Leakage (S1->S2, IF1 k=1)",1+2,2,2,1,1,6,28.7,-0.30000001192092896,-59.69999998807907,-60.0,1*LO2 + 1*[2*LO1 - 2*IF1_k=1]
0,1.7,1500.0,28.25,7.25,1500.0,5.55,21.0,Sum-Sum,f_IF2_desired = f_LO1 + f_IF1,f_RF_desired  = f_LO2 + f_IF2,1710000000.0,1.71,1.0,"Leakage (S1->S2, IF1 k=1)",1+2,2,2,1,1,6,28.68,-0.30000001192092896,-59.69999998807907,-60.0,1*LO2 + 1*[2*LO1 - 2*IF1_k=1]
0,1.7,1500.0,28.25,7.25,1500.0,5.55,21.0,Sum-Sum,f_IF2_desired = f_LO1 + f_IF1,f_RF_desired  = f_LO2 + f_IF2,1740000000.0,1.74,1.0,"Leakage (S1->S2, IF1 k=1)",1+2,2,2,1,1,6,28.62,-0.30000001192092896,-59.69999998807907,-60.0,1*LO2 + 1*[2*LO1 - 2*IF1_k=1]
0,1.7,1500.0,28.25,7.25,1500.0,5.55,21.0,Sum-Sum,f_IF2_desired = f_LO1 + f_IF1,f_RF_desired  = f_LO2 + f_IF2,1860000000.0,1.86,1.0,"Leakage (S1->S2, IF1 k=1)",1+2,2,2,1,1,6,28.38,-0.30000001192092896,-59.69999998807907,-60.0,1*LO2 + 1*[2*LO1 - 2*IF1_k=1]
0,1.7,1500.0,28.25,7.25,1500.0,5.55,21.0,Sum-Sum,f_IF2_desired = f_LO1 + f_IF1,f_RF_desired  = f_LO2 + f_IF2,1910000000.0,1.91,1.0,"Leakage (S1->S2, IF1 k=1)",1+2,2,2,1,1,6,28.28,-0.30000001192092896,-59.69999998807907,-60.0,1*LO2 + 1*[2*LO1 - 2*IF1_k=1]
0,1.7,1500.0,28.25,7.25,1500.0,5.55,21.0,Sum-Sum,f_IF2_desired = f_LO1 + f_IF1,f_RF_desired  = f_LO2 + f_IF2,1870000000.0,1.87,1.0,"Leakage (S1->S2, IF1 k=1)",1+2,2,2,1,1,6,28.36,-0.30000001192092896,-59.69999998807907,-60.0,1*LO2 + 1*[2*LO1 - 2*IF1_k=1]
0,1.7,1500.0,28.25,7.25,1500.0,5.55,21.0,Sum-Sum,f_IF2_desired = f_LO1 + f_IF1,f_RF_desired  = f_LO2 + f_IF2,1900000000.0,1.9,1.0,"Leakage (S1->S2, IF1 k=1)",1+2,2,2,1,1,6,28.3,-0.30000001192092896,-59.69999998807907,-60.0,1*LO2 + 1*[2*LO1 - 2*IF1_k=1]
0,1.7,1500.0,28.25,7.25,1500.0,5.55,21.0,Sum-Sum,f_IF2_desired = f_LO1 + f_IF1,f_RF_desired  = f_LO2 + f_IF2,1890000000.0,1.89,1.0,"Leakage (S1->S2, IF1 k=1)",1+2,2,2,1,1,6,28.32,-0.30000001192092896,-59.69999998807907,-60.0,1*LO2 + 1*[2*LO1 - 2*IF1_k=1]
0,1.7,1500.0,28.25,7.25,1500.0,5.55,21.0,Sum-Sum,f_IF2_desired = f_LO1 + f_IF1,f_RF_desired  = f_LO2 + f_IF2,1880000000.0,1.88,1.0,"Leakage (S1->S2, IF1 k=1)",1+2,2,2,1,1,6,28.34,-0.30000001192092896,-59.69999998807907,-60.0,1*LO2 + 1*[2*LO1 - 2*IF1_k=1]
0,1.7,1500.0,28.25,7.25,1500.0,5.55,21.0,Sum-Sum,f_IF2_desired = f_LO1 + f_IF1,f_RF_desired  = f_LO2 + f_IF2,1930000000.0,1.93,1.0,"Leakage (S1->S2, IF1 k=1)",1+2,2,2,1,1,6,28.24,-0.30000001192092896,-59.69999998807907,-60.0,1*LO2 + 1*[2*LO1 - 2*IF1_k=1]
0,1.7,1500.0,28.25,7.25,1500.0,5.55,21.0,Sum-Sum,f_IF2_desired = f_LO1 + f_IF1,f_RF_desired  = f_LO2 + f_IF2,1940000000.0,1.94,1.0,"Leakage (S1->S2, IF1 k=1)",1+2,2,2,1,1,6,28.22,-0.30000001192092896,-59.69999998807907,-60.0,1*LO2 + 1*[2*LO1 - 2*IF1_k=1]
0,1.7,1500.0,28.25,7.25,1500.0,5.55,21.0,Sum-Sum,f_IF2_desired = f_LO1 + f_IF1,f_RF_desired  = f_LO2 + f_IF2,1960000000.0,1.96,1.0,"Leakage (S1->S2, IF1 k=1)",1+2,2,2,1,1,6,28.18,-0.30000001192092896,-59.69999998807907,-60.0,1*LO2 + 1*[2*LO1 - 2*IF1_k=1]
0,1.7,1500.0,28.25,7.25,1500.0,5.55,21.0,Sum-Sum,f_IF2_desired = f_LO1 + f_IF1,f_RF_desired  = f_LO2 + f_IF2,1950000000.0,1.95,1.0,"Leakage (S1->S2, IF1 k=1)",1+2,2,2,1,1,6,28.2,-0.30000001192092896,-59.69999998807907,-60.0,1*LO2 + 1*[2*LO1 - 2*IF1_k=1]
0,1.7,1500.0,28.25,7.25,1500.0,5.55,21.0,Sum-Sum,f_IF2_desired = f_LO1 + f_IF1,f_RF_desired  = f_LO2 + f_IF2,1990000000.0,1.99,1.0,"Leakage (S1->S2, IF1 k=1)",1+2,2,2,1,1,6,28.12,-0.30000001192092896,-59.69999998807907,-60.0,1*LO2 + 1*[2*LO1 - 2*IF1_k=1]
0,1.7,1500.0,28.25,7.25,1500.0,5.55,21.0,Sum-Sum,f_IF2_desired = f_LO1 + f_IF1,f_RF_desired  = f_LO2 + f_IF2,1980000000.0,1.98,1.0,"Leakage (S1->S2, IF1 k=1)",1+2,2,2,1,1,6,28.14,-0.30000001192092896,-59.69999998807907,-60.0,1*LO2 + 1*[2*LO1 - 2*IF1_k=1]
0,1.7,1500.0,28.25,7.25,1500.0,5.55,21.0,Sum-Sum,f_IF2_desired = f_LO1 + f_IF1,f_RF_desired  = f_LO2 + f_IF2,1970000000.0,1.97,1.0,"Leakage (S1->S2, IF1 k=1)",1+2,2,2,1,1,6,28.16,-0.30000001192092896,-59.69999998807907,-60.0,1*LO2 + 1*[2*LO1 - 2*IF1_k=1]
0,1.7,1500.0,28.25,7.25,1500.0,5.55,21.0,Sum-Sum,f_IF2_desired = f_LO1 + f_IF1,f_RF_desired  = f_LO2 + f_IF2,1920000000.0,1.92,1.0,"Leakage (S1->S2, IF1 k=1)",1+2,2,2,1,1,6,28.26,-0.30000001192092896,-59.69999998807907,-60.0,1*LO2 + 1*[2*LO1 - 2*IF1_k=1]
0,1.7,1500.0,28.25,7.25,1500.0,5.55,21.0,Sum-Sum,f_IF2_desired = f_LO1 + f_IF1,f_RF_desired  = f_LO2 + f_IF2,2000000000.0,2.0,1.0,"Leakage (S1->S2, IF1 k=1)",1+2,2,2,1,1,6,28.1,-0.299718976020813,-59.70028102397919,-60.0,1*LO2 + 1*[2*LO1 - 2*IF1_k=1]
0,1.7,1500.0,28.25,7.25,1500.0,5.55,21.0,Sum-Sum,f_IF2_desired = f_LO1 + f_IF1,f_RF_desired  = f_LO2 + f_IF2,2010000000.0,2.01,1.0,"Leakage (S1->S2, IF1 k=1)",1+2,2,2,1,1,6,28.08,-0.27971917390823364,-59.720280826091766,-60.0,1*LO2 + 1*[2*LO1 - 2*IF1_k=1]
0,1.7,1500.0,28.25,7.25,1500.0,5.55,21.0,Sum-Sum,f_IF2_desired = f_LO1 + f_IF1,f_RF_desired  = f_LO2 + f_IF2,2020000000.0,2.02,1.0,"Leakage (S1->S2, IF1 k=1)",1+2,2,2,1,1,6,28.06,-0.2597194314002991,-59.7402805685997,-60.0,1*LO2 + 1*[2*LO1 - 2*IF1_k=1]
0,1.7,1500.0,28.25,7.25,1500.0,5.55,21.0,Sum-Sum,f_IF2_desired = f_LO1 + f_IF1,f_RF_desired  = f_LO2 + f_IF2,2030000000.0,2.03,1.0,"Leakage (S1->S2, IF1 k=1)",1+2,2,2,1,1,6,28.04,-0.23971962928771973,-59.76028037071228,-60.0,1*LO2 + 1*[2*LO1 - 2*IF1_k=1]
0,1.7,1500.0,28.25,7.25,1500.0,5.55,21.0,Sum-Sum,f_IF2_desired = f_LO1 + f_IF1,f_RF_desired  = f_LO2 + f_IF2,2040000000.0,2.04,1.0,"Leakage (S1->S2, IF1 k=1)",1+2,2,2,1,1,6,28.02,-0.21971982717514038,-59.78028017282486,-60.0,1*LO2 + 1*[2*LO1 - 2*IF1_k=1]
0,1.7,1500.0,28.25,7.25,1500.0,5.55,21.0,Sum-Sum,f_IF2_desired = f_LO1 + f_IF1,f_RF_desired  = f_LO2 + f_IF2,2220000000.0,2.22,1.0,"Leakage (S1->S2, IF1 k=1)",1+2,2,2,1,1,6,27.66,-0.19999998807907104,-59.80000001192093,-60.0,1*LO2 + 1*[2*LO1 - 2*IF1_k=1]
0,1.7,1500.0,28.25,7.25,1500.0,5.55,21.0,Sum-Sum,f_IF2_desired = f_LO1 + f_IF1,f_RF_desired  = f_LO2 + f_IF2,2240000000.0,2.24,1.0,"Leakage (S1->S2, IF1 k=1)",1+2,2,2,1,1,6,27.62,-0.19999998807907104,-59.80000001192093,-60.0,1*LO2 + 1*[2*LO1 - 2*IF1_k=1]
0,1.7,1500.0,28.25,7.25,1500.0,5.55,21.0,Sum-Sum,f_IF2_desired = f_LO1 + f_IF1,f_RF_desired  = f_LO2 + f_IF2,2230000000.0,2.23,1.0,"Leakage (S1->S2, IF1 k=1)",1+2,2,2,1,1,6,27.64,-0.19999998807907104,-59.80000001192093,-60.0,1*LO2 + 1*[2*LO1 - 2*IF1_k=1]
0,1.7,1500.0,28.25,7.25,1500.0,5.55,21.0,Sum-Sum,f_IF2_desired = f_LO1 + f_IF1,f_RF_desired  = f_LO2 + f_IF2,2070000000.0,2.07,1.0,"Leakage (S1->S2, IF1 k=1)",1+2,2,2,1,1,6,27.96,-0.19999998807907104,-59.80000001192093,-60.0,1*LO2 + 1*[2*LO1 - 2*IF1_k=1]
0,1.7,1500.0,28.25,7.25,1500.0,5.55,21.0,Sum-Sum,f_IF2_desired = f_LO1 + f_IF1,f_RF_desired  = f_LO2 + f_IF2,2060000000.0,2.06,1.0,"Leakage (S1->S2, IF1 k=1)",1+2,2,2,1,1,6,27.98,-0.19999998807907104,-59.80000001192093,-60.0,1*LO2 + 1*[2*LO1 - 2*IF1_k=1]
0,1.7,1500.0,28.25,7.25,1500.0,5.55,21.0,Sum-Sum,f_IF2_desired = f_LO1 + f_IF1,f_RF_desired  = f_LO2 + f_IF2,2080000000.0,2.08,1.0,"Leakage (S1->S2, IF1 k=1)",1+2,2,2,1,1,6,27.94,-0.19999998807907104,-59.80000001192093,-60.0,1*LO2 + 1*[2*LO1 - 2*IF1_k=1]
0,1.7,1500.0,28.25,7.25,1500.0,5.55,21.0,Sum-Sum,f_IF2_desired = f_LO1 + f_IF1,f_RF_desired  = f_LO2 + f_IF2,2180000000.0,2.18,1.0,"Leakage (S1->S2, IF1 k=1)",1+2,2,2,1,1,6,27.74,-0.19999998807907104,-59.80000001192093,-60.0,1*LO2 + 1*[2*LO1 - 2*IF1_k=1]
0,1.7,1500.0,28.25,7.25,1500.0,5.55,21.0,Sum-Sum,f_IF2_desired = f_LO1 + f_IF1,f_RF_desired  = f_LO2 + f_IF2,2210000000.0,2.21,1.0,"Leakage (S1->S2, IF1 k=1)",1+2,2,2,1,1,6,27.68,-0.19999998807907104,-59.80000001192093,-60.0,1*LO2 + 1*[2*LO1 - 2*IF1_k=1]
0,1.7,1500.0,28.25,7.25,1500.0,5.55,21.0,Sum-Sum,f_IF2_desired = f_LO1 + f_IF1,f_RF_desired  = f_LO2 + f_IF2,2200000000.0,2.2,1.0,"Leakage (S1->S2, IF1 k=1)",1+2,2,2,1,1,6,27.7,-0.19999998807907104,-59.80000001192093,-60.0,1*LO2 + 1*[2*LO1 - 2*IF1_k=1]
0,1.7,1500.0,28.25,7.25,1500.0,5.55,21.0,Sum-Sum,f_IF2_desired = f_LO1 + f_IF1,f_RF_desired  = f_LO2 + f_IF2,2190000000.0,2.19,1.0,"Leakage (S1->S2, IF1 k=1)",1+2,2,2,1,1,6,27.72,-0.19999998807907104,-59.80000001192093,-60.0,1*LO2 + 1*[2*LO1 - 2*IF1_k=1]
0,1.7,1500.0,28.25,7.25,1500.0,5.55,21.0,Sum-Sum,f_IF2_desired = f_LO1 + f_IF1,f_RF_desired  = f_LO2 + f_IF2,2120000000.0,2.12,1.0,"Leakage (S1->S2, IF1 k=1)",1+2,2,2,1,1,6,27.86,-0.19999998807907104,-59.80000001192093,-60.0,1*LO2 + 1*[2*LO1 - 2*IF1_k=1]
0,1.7,1500.0,28.25,7.25,1500.0,5.55,21.0,Sum-Sum,f_IF2_desired = f_LO1 + f_IF1,f_RF_desired  = f_LO2 + f_IF2,2140000000.0,2.14,1.0,"Leakage (S1->S2, IF1 k=1)",1+2,2,2,1,1,6,27.82,-0.19999998807907104,-59.80000001192093,-60.0,1*LO2 + 1*[2*LO1 - 2*IF1_k=1]
0,1.7,1500.0,28.25,7.25,1500.0,5.55,21.0,Sum-Sum,f_IF2_desired = f_LO1 + f_IF1,f_RF_desired  = f_LO2 + f_IF2,2130000000.0,2.13,1.0,"Leakage (S1->S2, IF1 k=1)",1+2,2,2,1,1,6,27.84,-0.19999998807907104,-59.80000001192093,-60.0,1*LO2 + 1*[2*LO1 - 2*IF1_k=1]
0,1.7,1500.0,28.25,7.25,1500.0,5.55,21.0,Sum-Sum,f_IF2_desired = f_LO1 + f_IF1,f_RF_desired  = f_LO2 + f_IF2,2150000000.0,2.15,1.0,"Leakage (S1->S2, IF1 k=1)",1+2,2,2,1,1,6,27.8,-0.19999998807907104,-59.80000001192093,-60.0,1*LO2 + 1*[2*LO1 - 2*IF1_k=1]
0,1.7,1500.0,28.25,7.25,1500.0,5.55,21.0,Sum-Sum,f_IF2_desired = f_LO1 + f_IF1,f_RF_desired  = f_LO2 + f_IF2,2170000000.0,2.17,1.0,"Leakage (S1->S2, IF1 k=1)",1+2,2,2,1,1,6,27.76,-0.19999998807907104,-59.80000001192093,-60.0,1*LO2 + 1*[2*LO1 - 2*IF1_k=1]
0,1.7,1500.0,28.25,7.25,1500.0,5.55,21.0,Sum-Sum,f_IF2_desired = f_LO1 + f_IF1,f_RF_desired  = f_LO2 + f_IF2,2100000000.0,2.1,1.0,"Leakage (S1->S2, IF1 k=1)",1+2,2,2,1,1,6,27.9,-0.19999998807907104,-59.80000001192093,-60.0,1*LO2 + 1*[2*LO1 - 2*IF1_k=1]
0,1.7,1500.0,28.25,7.25,1500.0,5.55,21.0,Sum-Sum,f_IF2_desired = f_LO1 + f_IF1,f_RF_desired  = f_LO2 + f_IF2,2110000000.0,2.11,1.0,"Leakage (S1->S2, IF1 k=1)",1+2,2,2,1,1,6,27.88,-0.19999998807907104,-59.80000001192093,-60.0,1*LO2 + 1*[2*LO1 - 2*IF1_k=1]
0,1.7,1500.0,28.25,7.25,1500.0,5.55,21.0,Sum-Sum,f_IF2_desired = f_LO1 + f_IF1,f_RF_desired  = f_LO2 + f_IF2,2050000000.0,2.05,1.0,"Leakage (S1->S2, IF1 k=1)",1+2,2,2,1,1,6,28.0,-0.19999998807907104,-59.80000001192093,-60.0,1*LO2 + 1*[2*LO1 - 2*IF1_k=1]
0,1.7,1500.0,28.25,7.25,1500.0,5.55,21.0,Sum-Sum,f_IF2_desired = f_LO1 + f_IF1,f_RF_desired  = f_LO2 + f_IF2,2090000000.0,2.09,1.0,"Leakage (S1->S2, IF1 k=1)",1+2,2,2,1,1,6,27.92,-0.19999998807907104,-59.80000001192093,-60.0,1*LO2 + 1*[2*LO1 - 2*IF1_k=1]
0,1.7,1500.0,28.25,7.25,1500.0,5.55,21.0,Sum-Sum,f_IF2_desired = f_LO1 + f_IF1,f_RF_desired  = f_LO2 + f_IF2,2160000000.0,2.16,1.0,"Leakage (S1->S2, IF1 k=1)",1+2,2,2,1,1,6,27.78,-0.19999998807907104,-59.80000001192093,-60.0,1*LO2 + 1*[2*LO1 - 2*IF1_k=1]
0,1.7,1500.0,28.25,7.25,1500.0,5.55,21.0,Sum-Sum,f_IF2_desired = f_LO1 + f_IF1,f_RF_desired  = f_LO2 + f_IF2,2250000000.0,2.25,1.0,"Leakage (S1->S2, IF1 k=1)",1+2,2,2,1,1,6,27.6,-0.199724018573761,-59.80027598142624,-60.0,1*LO2 + 1*[2*LO1 - 2*IF1_k=1]
